text,is_bot
"Boris Johnson has been fined for attending a birthday party, thrown for him during a Covid lockdown.",0
The watch sat in a drawer for decades until its owner saw an edition of the BBCs Antiques Roadshow.,0
"One venues owners say they cannot host winter weddings, as their heating bills are too high.",0
"Sadiq Khan wont intervene in plans to bulldoze the Art Deco building, despite environmental fears.",0
"Heather Phillipson, who put a whipped cream sculpture on the Fourth Plinth, is among the nominees.",0
The prime minister and chancellor are in uncharted waters over fines for breaking lockdown laws.,0
Teachers are debating how best to tackle pornography and its impact on children  and staff.,0
Former academy player Alfie Cain has written a play on the impact of failing to become a footballer.,0
The number of reported rapes making it to court in England and Wales has continued to decline.,0
"They once dressed the blue men of the desert, but modern tastes and insecurity could spell their end.",0
"A controversial facial recognition platform has been used more than 1,000 times by Ukrainian officials.",0
"Mica has been working at HMP Portland in Dorset, which houses over 500 prisoners, for five years.",0
Thomas Tuchel says there are no regrets after holders Chelsea were knocked out of the Champions League by Real Madrid in a classic clash.,0
Northern Irelands dreams of reaching the 2023 Womens World Cup are over after a 50 defeat by England at Windsor Park.,0
Manchester City manager Pep Guardiola is surprised about captain Fernandinhos plans to leave the club in the summer.,0
Villarreal stun Bayern Munich to reach the Champions League semifinals for the first time in 16 years with a 21 aggregate win.,0
Northern Ireland manager Kenny Shiels says women are more emotional than men when conceding goals in football.,0
Andrew McDonald replaces Justin Langer as head coach of Australia mens team after signing a fouryear deal.,0
"Theyll accuse Russia of anything, says the widow of a Russian soldier killed in Ukraine.",0
"Viktor Medvedchuk, a Ukrainian tycoon who is accused of treason, was pictured in handcuffs.",0
"Theres mounting evidence that these weapons, which can cause heavy civilian casualties, are in use.",0
Ukrainian troops in the Donbas region are preparing for heavy strikes as Russia turns its focus to the east.,0
Troops head to the Donbas in preparation for fresh battle and Ukraine averts a cyberattack on its energy grid,0
"If Russia used nonconventional weapons in Mariupol, it would have crossed a red line with the West.",0
"After withdrawing troops from the north of Ukraine, Russian shifts its focus to capturing more territory in the east.",0
Russia is thought to have lost more than 400 tanks in Ukraine during the current conflict.,0
"The governments plan, set to be announced on Thursday, is criticised as cruel by a refugee charity.",0
"Justice minister Lord David Wolfson criticises the scale, context and nature of breaches.",0
Nearly half of patients have to wait four hours or more before being treated and discharged in AE.,0
"We got him, says New Yorkmayor following massive manhunt in wake of the Brooklyn subway shooting.",0
The French cosmetics firm will keep its shops in Russia open but says it is firmly committed to Ukraine.,0
Former Real Madrid midfielder Freddy Rincon dies after suffering severe head injuries in a car crash.,0
KwaZuluNatal authorities say the storm is one of the worst in South Africas history.,0
"An obligation for firms to take Covid precautions ends on Monday, the Welsh government announces.",0
The shooting of an apparently unarmed black man on 4 April in Michigan has led to protests.,0
The WHO chief says a fraction of the help given to Ukraine has been given to other humanitarian crises.,0
"Under a new scheme, money will be available for work on floodhit properties to prevent repeat damage.",0
"Its 85 miles wide, which is larger than the US state of Rhode Island. And its coming this way.",0
McMillans is the third death of wellknown bodybuilders in the US in the past year.,0
"Ukraine says more than 6,000 such cases have already been opened  but Moscow denies the allegations.",0
"There is talk of genocide in Ukraine  but where is the line, and has it been crossed",0
"After the discovery of the atrocities in Bucha, a massive operation to find the bodies began.",0
"The US president takes the rare step of accusing a state of genocide, as Ukraine denies Mariupols fall.",0
Russian troops and military equipment are massing along Ukraines eastern border ahead of a renewed offensive in the Donbas region.,0
The family of Aiden Aslin says he told them his unit has no weapons left to fight with.,0
It comes after more than 50 people were killed in shelling of a train station in eastern Ukraine.,0
"Viktor Medvedchuk, a Ukrainian tycoon who is accused of treason, was pictured in handcuffs.",0
Reports that Boris Johnson could face more fines over Partygate and plans for Channel migrants to be processed in Rwanda lead the papers.,0
How we verify social media posts from the war in Ukraine,0
New technology is helping rescue teams search for lost climbers on Britains highest peaks.,0
Douglas Stuart reflects on growing up in a working class Glasgow family to winning the Booker Prize.,0
A new Timelord audio series starts this weekend  written by and starring transgender women.,0
Excitement overtakes the industry ahead of the superstars wedding on Thursday.,0
Liverpool One displays outfits worn by Jodie Comer in her Baftawinning role in Killing Eve.,0
"Petrol, furniture, sunflower oil and milk are among the products increasing in price.",0
Staggering findings from studying 16 mammals  including humans  sheds light on why we age.,0
Scientists think they have now uncovered a mystery cause of this incurable disease.,0
"Farmers say that if the war continues, they will only last for one more harvest before going bust.",0
Aleksander Lesun won Olympic gold for Russia at the 2016 Rio Games. In February he decided never to represent the country again.,0
President Bolsonaro says the invasion of Ukraine presents an opportunity to mine Amazon territories.,0
Millions of people who bought dogs during the pandemic are now returning to work.,0
Eureka moment sees baby Thea diagnosed with rare genetic condition and given a new chance at life.,0
"Nepal relies heavily on neighbouring India for imports of almost all of its staples, including fuel.",0
"As hate speech cases make headlines, experts say the problem isnt lack of laws but political will.",0
Teachers are discussing how best to tackle pornography and its impact on children  and staff.,0
"UK inflation is rising at 7, its fastest rate for 30 years, and some say it could go even higher.",0
"Manchester Citys Champions League victory over Atletico Madrid may have come at a cost, with Pep Guardiola admitting his side are in big trouble because of injuries.",0
Liverpool remain on course for an historic quadruple after a thrilling draw with Benfica secures a twolegged Champions League semifinal against Villarreal.,0
"Allyson Felix, the most decorated female track and field Olympian of all time, will retire at the end of the season.",0
Hossein Vafaei will be the first Iranian player to compete at the World Championship after he wins a finalframe decider against Lei Peifan in the final round of qualifying.,0
Former Australia batter Marcus North pulls out of the running to be Englands new managing director of mens cricket for family reasons.,0
Manchester City produce a mature and disciplined performance to hold off the challenge of Atletico Madrid and reach the Champions League semifinals.,0
The warship sunk while being towed a day after it was reported damaged by fire or a Ukrainian missile strike.,0
Ukraines leader tells the BBC that all European countries should have ended Russian energy imports.,0
The UK scheme to send some asylum seekers to live in Rwanda has been described by critics as cruel.,0
The comments came just hours after the Tesla boss revealed a more than 40bn takeover offer for Twitter.,0
The royal couple stopped at Windsor to visit the monarch on their way to the Netherlands.,0
A psychotherapist tells the court of a volatile dynamic between the couple during therapy sessions.,0
An executive at one of the largest cryptocurrency exchanges hits out at scammers who target the vulnerable.,0
El Shafee Elsheikh is the highest profile IS fighter to stand trial in the US.,0
"Two junctions are reopening on Friday with more due to reopen overnight, National Highways says.",0
Crypto worth at least 615 million was stolen from players of popular online game Axie Infinity.,0
Colin Davis says he had no recollection of the occasion but cant absolutely rule it out.,0
"Charities say online predators increasingly livestream, an area not covered by the bill.",0
West Ham will face Eintracht Frankfurt for a place in the Europa League final after securing their first European semifinal in 46 years with a stunning win in Lyon.,0
"Russia claims the Moskva sank after an explosion of ammunition, but the ship is thought to have been hit by Ukrainian missiles",0
Clive Myrie visits the heavily fortified Situation Room  the HQ of the resistance against Russias invasion.,0
The Russian Orthodox Churchs war stance has prompted some Ukrainian priests and parishioners to cut ties.,0
"Despite the war continuing, some Ukrainians are now going back to their homeland.",0
Russian sources claim Aiden Aslin has been captured in the besieged city of Mariupol.,0
"Weeks after Russias leader unleashed war on Ukraine, there is no sign yet of when it will end.",0
"Russias flagship Black Sea missile cruiser has sunk, while President Zelensky sits down with the BBC.",0
Russian troops and military equipment are massing along Ukraines eastern border ahead of a renewed offensive in the Donbas region.,0
Reaction to plans to fly asylum seekers to Rwanda and news that Harry and Meghan were in the UK lead the papers.,0
"Videos appearing to show people suffering in Shanghais lockdown have gone viral, stretching censors.",0
Relatives remember their lost loved ones as a jihadist is found guilty of conspiring to murder hostages in Syria.,0
Videos of caimans and other wild animals in streets and houses are frequently surfacing in the city.,0
How closely have you been paying attention to whats been going on over the past seven days,0
The council says it will encourage biodiversity and help it achieve netzero carbon emissions.,0
A selection of the best photos from across Africa and beyond this week.,0
"Ramadan, Passover and Easter are being marked at a time of growing IsraeliPalestinian bloodshed.",0
"KwaZuluNatal province has seen some serious flooding, but there isnt one clear explanation.",0
A new film tells the story of a homeless man from south Wales whose body was used to deceive the Germans.,0
A jewelencrusted book sank on RMS Titanic on 15 April 1912  but this was not the end of the story.,0
Sisters Kirstie and Abbie Gray both have bowel disease but it affects them in very different ways.,0
The actress says shes angered by those who dont think about the struggles of ordinary people.,0
"Visitors to Rwanda are often impressed by its efficiency, but should be careful what they say.",0
"Rangers are into the Europa League semifinal after Kemar Roofes extratime winner settled a pulsating tie with Braga, who finished with nine men.",0
Eintracht Frankfurt stun Barcelona at the Nou Camp to set up a Europa League semifinal against West Ham.,0
World heavyweight champion Tyson Fury says retirement is not on his mind ahead of his bout with Dillian Whyte.,0
Castleford thrash Wakefield to extend their remarkable record in the West Yorkshire derby to 17 straight victories.,0
BBC Sports Kelly Somers talks to Jack Grealish about his first season at Manchester City after this summers 100m move.,0
"Emma Raducanu will embrace her position when she leads a newlook Great Britain squad in their Billie Jean King Cup tie against the Czech Republic, says captain Anne Keothavong.",0
"Watch all the goals from Manchester Citys route to the FA Cup semifinals  with victories over Swindon Town, Fulham, Peterborough United and Southampton.",0
"As voter registration closes for the local elections, how much do young Londoners care",0
"Everything has changed in this town since the Russians came, and horrific memories will not easily be erased.",0
The UNHCR says it is unacceptable to shift responsibility by sending asylum seekers overseas.,0
Official figures claim there have been no Covid deaths in the current outbreak.,0
The Sussexes make their first public appearance in Europe together since stepping back as senior royals.,0
Robert Jenrick is thought to be the first MP to take in refugees under the Homes for Ukraine scheme.,0
"Suggestions emissions could rise for another three years without dangerous warming are wrong, scientists say.",0
"Fraudsters are coldcalling people asking for bank details to receive the 150 rebate, say councils.",0
The socalled poison pill measure is in response to Elon Musks 43bn cash buyout offer.,0
"The pop star plays the first UK date of her Future Nostalgia tour, two years later than planned.",0
Lifeboat volunteer David Deveney spent three days in hospital after a river training session.,0
"An Algerian man in Belgium is fighting to claim his 250,000 winnings because of his status.",0
Salah Abdeslam was allegedly part of an IS terror cell that killed 130 people in attacks across Paris in 2015.,0
Activists against new government oil and gas projects target sites in Warwickshire and Essex.,0
The Ukrainian city of Chernihiv was under constant attack until suddenly Russian forces withdrew.,0
"A dozen sanctioned Russians are linked to an estimated 800m worth of property in the UK, BBC analysis reveals.",0
A Ukrainian air defence officer tells the BBC Whoever dominates the air wins the war.,0
The papers cover a plan to send migrants overseas and claims of UK special forces training troops in Ukraine.,0
"Patron, a Jack Russell, has so far helped to remove hundreds of explosive devices.",0
Stephanie Coles found a strange lump growing in her stomach area.,0
"A selection of striking images from all over the globe, taken in the past seven days.",0
"Once thrown out as old bedding, quilts are all the rage on social media and inspiring a new generation.",0
A British man serving in the Ukrainian marines has been captured by Russian soldiers.,0
More than 200 brain tumour patients are taking part in research hoping to yield new personalised treatments.,0
"The tamarin monkey is among the worlds most endangered primates, with only about 2,000 in the wild.",0
"Fiveyearold Larsen Roberts, who had a rare and aggressive brain tumour, died in 2019.",0
The new rules are taking away the joy of going out for a meal for some people with eating disorders.,0
"Some 50,000 people have found a place of sanctuary from the myriad armed groups in eastern DR Congo.",0
There are calls to ban the Post Office from bringing private prosecutions following the Horizon IT scandal.,0
Merle Oberon rose to stardom in the West while furtively hiding the truth of her past in India.,0
"Mastermind winner Alice Walker revealed herself as a quiz league player, but what do they involve",0
"Saturdays FA Cup semifinal between Manchester City and Liverpool is live on BBC One, while Chelsea and Crystal Palace meet on Sunday in the other semifinal.",0
Derby County come from behind to keep their Championship survival hopes alive and make Fulham wait to secure promotion.,0
BBC Sports chief football writer describes Burnleys sacking of Sean Dyche as a huge gamble as they bid for Premier League survival.,0
Sale survive Bristols secondhalf comeback and Arron Reeds 33rdminute red card to make the Champions Cup quarterfinals for the third time.,0
Sixtime world champion Ronnie OSullivan marks his 30th year at the Crucible with more records in his sights.,0
Watch highlights as British number one Emma Raducanu beats Tereza Martincova 75 75 to draw Great Britain level with the Czech Republic in the Billie Jean King Cup.,0
Conor Benn opens up on the pressure of protecting his undefeated record ahead of his fight with Chris van Heerden on Saturday in Manchester.,0
"There are serious ethical questions over sending migrants to east Africa, Justin Welby will say.",0
Russias defence ministry releases a video purportedly showing the crew of the Moskva in Sevastopol.,0
"The jab, seen as an alternative for people who are vaccinehesitant, is widely available in the EU but still not cleared for use in the UK.",0
The prime minister will meet his Indian counterpart after previous visits were postponed due to Covid.,0
Prince Charles says he is heartbroken at the suffering of those fleeing their homes due to war.,0
The death of a black man in Michigan after a traffic stop raises questions about police use of force.,0
The Duke of Sussex reveals his son Archie would like to be a pilot at the events opening at The Hague.,0
Scammers are using emotionally charged tricks in a bid to steal online donations.,0
Boris Johnson and other senior ministers are barred for whipping up antiRussian hysteria.,0
"Torrential floods have killed nearly 400 people in South Africa, with more rain forecast.",0
"Prof Devi Sridhar revealed the face mask, which was used, had the words I am done in black ink.",0
"The firm says military action in Ukraine means it will shut its shops, having defended staying open.",0
"Extinction Rebellion protesters, including two Olympians, scaled the tanker in London.",0
"Opensource evidence is increasingly used by the UN and war crimes investigators, says law professor.",0
"A few residents clear up after Russias occupation, as Boris Johnson becomes persona non grata in Moscow.",0
"Russia says the Moskva sank after an explosion of ammunition, but Ukrainians say they hit it with missiles.",0
The papers cover Justin Welbys criticism of refugee plans and fears over pills that harmed babies.,0
"Katherine Crowson was 29 when she was diagnosed, and wanted to know when she would get her life back.",0
The Duke and Duchess of Sussex have not been on this side of the Atlantic together since 2020.,0
Rob Savage wanted to add to the sense of the community created during the Covid lockdowns.,0
"Meet the family of church bellringers in east London, who practised for Easter Sunday.",0
"From E.T. to the Olympics, the eyecatching sport is being celebrated in a new book.",0
The tradition of gifted pandas to the US from China hits a 50year mark at Washington DCs National Zoo.,0
Hassana Adamu speaks to the BBC about feeling neglected on the eighth anniversary of the kidnappings.,0
"Vineyards are moving further north, but new winemakers say they struggle to be taken seriously.",0
Have Liverpool struck a psychological blow over Manchester City in the race for domestic and European glory with their FA Cup semifinal win,0
"Kit Adams, from Newcastle, reflects on his time at the Penguin Post Office in the wilderness of Antarctica.",0
"Liam Taylor, 19, was stabbed to death and his grandmother is on a mission to fund lifesaving bleed kits.",0
Conor Benn makes short work of South Africas Chris van Heerden as the British welterweight continues his charge towards a world title shot.,0
British number one Emma Raducanu is bathing her blistered feet in surgical spirit as she bids to stop injuries hampering her game.,0
Watch highlights as Liverpool beat Manchester City 32 in a thrilling encounter at Wembley to reach their first FA Cup final in 10 years.,0
Watch Sadio Manes brilliant second goal for Liverpool against Manchester City in the FA Cup semifinal from a variety of camera angles.,0
Mark Selby begins the defence of his World Championship title by holding off dogged Welsh qualifier Jamie Jones with a 107 victory in Sheffield.,0
"Jurgen Klopp praises one of Liverpools best ever performances under the German as the Reds beat Manchester City to reach the FA Cup final, but insists it is not a statement win.",0
PM Denys Shmyhal says the city has not fallen to Russian forces because of the determined defence.,0
The home secretary responds after criticism of her refugee plan from the Archbishop of Canterbury.,0
The host is to return to screens after saying he was censored when he left Good Morning Britain.,0
"The 11,483 people who have taken permanent NHS England jobs include former gym managers and air crew.",0
Official figures earlier said there had been no Covidlinked deaths in Shanghai since 2020.,0
The government wants shoppers money to be protected even if the scheme they are in goes bust.,0
"There is ongoing unrest over a farright group which burned a copy of the Quran, and planned to do so again.",0
An 80km queue formed on the Polish border ahead of a deadline for Russian trucks to leave the EU.,0
"There will be no immediate job losses at the baby goods retailer, although its founder will step down.",0
British Transport Police say 15 train passengers reported minor injuries after the emergency stop.,0
Two of the Doctors companions from the 1980s will feature in Jodie Whittaker final show.,0
Footage shows Nicola Sturgeon without a mask during a visit to a barber shop in East Kilbride.,0
Snowdon guide Gemma Davies says she even caught a man defecating on the mountains railway line.,0
Berlin now has some hard decisions to make following years of dialogue and cooperation with Moscow.,0
"Intense shelling in Mykolaiv has forced many people to flee, leaving some elderly residents behind.",0
"Weeks after Russias leader unleashed war on Ukraine, there is no sign yet of when it will end.",0
"While young Ukrainians have moved to safety, many older residents say they have no choice but to stay.",0
"Mariupol defenders ignore Russian calls to surrender, as Kharkiv and other cities face more shelling.",0
The papers cover the backlash to the archbishops criticism of the UKs asylum plan and more No 10 party claims.,0
Should you change your name to fit in at work We look at why some people have anglicised their names.,0
"Jonathan Olakunle is fighting for a cleaner society in Osogbo, Nigeria.",0
"Nneka Akudolu was told she had little chance of becoming a barrister, now shes a Queens Counsel.",0
About 300 daring riders made an Easter weekend descent of Aanoch Mor in the Highlands.,0
The paintings will go back to the Maritime Museum in Hull after its refurbishment.,0
Soldiers have a shoottokill policy to stop millions of Captagon pills being smuggled from Syria.,0
"As Scotland takes off the face masks, James Cook asks how the country has done tackling Covid.",0
Doctors warn of catastrophe in Sri Lanka where medical supplies are running out in the financial crisis.,0
One holiday park owner hires five chefs from India after being unable to fill the jobs locally.,0
How it feels to treat your depression with a hallucinogenic drug.,0
"Katherine Crowson was 29 when she was diagnosed, and wanted to know when she would get her life back.",0
BBC Sports chief football writer Phil McNulty looks at how Chelsea have reached a third successive FA Cup final.,0
Virgil Van Dijk says it would be a dream for Liverpool to win a historic and almost impossible quadruple.,0
Match of the Day 2 pundits Stephen Warnock and Leon Osman praise Newcastles matchwinner Bruno Guimaraes after their 21 win over Leicester.,0
Who could threaten their clubs goalscoring record Which veteran should retire at the top this summer Find out in Garth Crooks latest Team of the Week.,0
World number one Ronnie OSullivan showcases his mettle by coming from behind to beat David Gilbert 105 at the World Championship in Sheffield.,0
West Ham come from behind to dent managerless Burnleys hopes of avoiding relegation from the Premier League in a match tainted by Ashley Westwoods injury.,0
"Most Tory MPs rallied behind Boris Johnson, but one senior backbencher called on the leader to quit.",0
Leaders agree to send artillery and other weapons as Russia launches a fresh offensive in eastern Ukraine.,0
The Duke of Sussex says he wants his grandmother to have the right people around her.,0
The BBC followed overworked delivery riders as they raced against time to take food to customers.,0
The government has also announced people will be able to opt out of subscriptions more easily.,0
"Mobile phone use while driving will remain illegal, as changes to the Highway Code are announced.",0
The actor describes his childhood of physical abuse as he takes the stand in a Virginia court.,0
Manchester United and Liverpool supporters unite in a fanled minute of applause at Anfield in support of Cristiano Ronaldo and his family following the death of his baby boy.,0
"The firm lost 200,000 members in the first three months of the year.",0
Acute hepatitis  or liver inflammation  among children was first reported in the UK last week.,0
"The discovery may lead to ways to spot and even prevent dangerous tumours, experts hope.",0
A 19yearold from South Lanarkshire has a little known condition which constantly affects her vision.,0
Russian troops have launched a new offensive in the Donbas region in east Ukraine.,0
Credible footage of sinking Russian warship surfaces as Ukraine says Russia has started its assault to seize Donbas in the east.,0
Vitaly Shevchenkos family fled Ukraine with the help of two BBC audience members.,0
"As fighting rages across Ukraine, Russias invasion has shattered the lives of millions of children.",0
Sviatohirsk was a tourist trail staple but is now just another place in the Donbas where people flee war.,0
Many papers lead with Boris Johnsons apology to MPs over being fined for breaking lockdown rules.,0
"If youre reading this, your face is probably on one of the more than 20bn images in this database.",0
Coco shares her experience of living with albinism in Nigeria.,0
"Gaby Hersham, CEO of coworking space network Huckletree, shares her business advice.",0
Australia has hundreds of Indigenous groups  and Wayne Quilliam is hoping to photograph them all.,0
"Denzil Connick, from south Wales, was treated by Nicci Pugh in 1982  now, 40 years on, they meet again.",0
A former nurse says she witnessed callous behaviour towards unmarried mothers forced to give up their babies.,0
The Chumak family thought they would never be all together again after Peter got stuck in Ukraine.,0
Ben Ogden has spent months standing with a sign telling people its ok to talk.,0
Former warrant officer John Sheldon from Yeovilton helped bring burned and injured crew to safety.,0
"Emmanuel Macron was dismissed as an outsider five years ago. Now, he faces a new challenge his own record.",0
The police inquiry is separate to the investigation carried out by civil servant Sue Gray.,0
"The new government has proposed getting rid of the countrys age systems, but experts are divided.",0
Explore the data on coronavirus in the UK and find out how many cases there are in your area.,0
Baftawinning director Brian Hill on tackling bullying in his industry with new film Toxic.,0
Alternatives to gas and oil heating are becoming more popular but are still expensive.,0
Councils are contacting parents and carers with offers of primaryschool places in England and Wales.,0
Pharmaceutical entrepreneur Sir Roger Jones says his industry needed more of them.,0
Two young women with ulcerative colitis share photos of their stoma bags to normalise the condition.,0
Indias PM is an alpha male who leads a patriarchal party  so whats the appeal,0
"French voters have a big choice to make on public services, immigration and foreign policy.",0
Manchester United interim manager Ralf Rangnick says the 40 Premier League defeat by Liverpool at Anfield was humiliating.,0
Fulham crush Preston to seal their Premier League return as Aleksandar Mitrovics double takes his seasons tally to 40 goals,0
Tournament favourite Neil Robertson looks in ominous form as he beats debutant Ashley Hugill 105 in the first round of the World Championship.,0
"Tyson Fury has insisted he has absolutely zero involvement with Daniel Kinahan, either in a business or advisory role.",0
Liverpool move top of the Premier League as they outclass Manchester United and dent the visitors hopes of a topfour finish.,0
"Cost of living, health service, education and climate  compare where the parties stand on key issues.",0
"Voters are choosing councillors in England, Scotland and Wales, and a government in Northern Ireland.",0
Labour wants MPs to investigate if the PM misled them  but ministers say a decision should wait.,0
Emmanuel Macron and Marine Le Pen take part in an animated contest four days before the election.,0
Britains longestlived monarch has travelled to the Sandringham estate in Norfolk for her birthday.,0
Spanish researchers say its the shortestknown gap between two coronavirus infections.,0
Police say the incident is a complex inquiry and appears to be a targeted attack.,0
Businessman Oleg Tinkov is one of the most high profile Russians to publicly condemn the war.,0
Scott Morrison has been criticised for saying he is blessed not to have children with disabilities.,0
Elon Musks Tesla has raised prices for its electric cars as it faces higher costs.,0
"Simply designating an area as for nature does not mean it is beneficial for wildlife, researchers find.",0
"A date must be set to focus minds on getting rid of the deadly substance, a Commons committee says.",0
The actor testified about his volatile marriage to Amber Heard ahead of cross examination by her lawyers.,0
"The makers of a film whose cinematographer was shot dead knew firearm safety rules were not being followed, a report says.",0
"A survey of 10,000 British women by retail analyst Kantar has revealed big changes to beauty routines.",0
A 91yearold Holocaust survivor is named among citys reported dead and one of Russias richest oligarchs decries the war as a massacre.,0
The UN says more than 11 million people have fled their homes since the Russian invasion of Ukraine.,0
"Russia has shifted most of the focus of its war to eastern Ukraine, aiming to liberate the region.",0
Relatives speak of their pride and fears for the last Ukrainian soldiers defending Mariupol.,0
Russian troops have launched a new offensive in the Donbas region in east Ukraine.,0
President Putin says the new Sarmat missile is food for thought for those who try to threaten Russia.,0
The woman reportedly died in a basement more than 80 years after surviving the citys Nazi occupiers.,0
Prince Harrys claims about protecting the Queen make several front pages.,0
The BBC gained rare access to Myanmars jungle training camps where protesters are turned into soldiers.,0
A small but growing number of High Street stores are offering customers a glass of wine.,0
"Days before France votes on its next president, voters react to the televised debate between Le Pen and Macron.",0
The monarch has her likeness committed to plastic in time for her 96th birthday.,0
A 19yearold from South Lanarkshire has a little known condition which constantly affects her vision.,0
"Steve Coogan, who will play Jimmy Savile on TV, says his abuse shouldnt be swept under the carpet.",0
"The collection of 37 toys sold by a fan of the movie series makes 37,500.",0
"The firm needs to sign up new subscribers after losing 200,000 in the first quarter of the year.",0
Coco shares her experience of living with albinism in Nigeria.,0
The BBC followed overworked delivery riders as they raced against time to take food to customers.,0
Sally Evans says it was too valuable to eat after her brother bought it with his first pay packet.,0
"As she turns 96, the Queens sense of humour is hailed as an important, if often hidden, quality.",0
MPs are discussing having an investigation into whether the prime minister misled Parliament.,0
"Almost all of the UKs Covid rules have ended, two years after they were introduced.",0
One community faces relocation to quarantine facilities more than 100 miles 160km away.,0
Awardwinning director Audrey Diwan talks about how her own abortion led her to make her new film.,0
"LiegeBastogneLiege rarely fails to test riders. In its 130th year, a legend of the race looks back on his most remarkable win.",0
The recent theatrical success of movies like KGF 2 and RRR has revived a debate on the panIndian film.,0
"Eight months into Taliban rule, the economy and health services have been shattered as funding dries up.",0
A derogatory remark during a live broadcast reveals how racism still permeates all sections of society.,0
Explore the data on coronavirus in the UK and find out how many cases there are in your area.,0
Manchester City restore their onepoint advantage over Liverpool at the top of the Premier League with victory over a resolute Brighton.,0
Arsenal stunned Chelsea with a 42 win at Stamford Bridge to put themselves back on track in the hunt for a Champions League spot after three straight defeats.,0
Joe Root is named Wisdens leading cricketer in the world for 2021 while Ollie Robinson is one of the five Cricketers of the Year.,0
Fourtime champion John Higgins is made to work hard for his 107 firstround win over Thepchaiya UnNooh at the World Championship in Sheffield.,0
"British Olympic cyclist Katie Archibald criticises the inclusion policies of sporting governing bodies, saying transgender athletes must be welcomed without sacrificing fairness.",0
Everton manager Frank Lampard says he hopes Dele Allis role in the late draw with Leicester can be a big starting point for him after his January move from Tottenham.,0
"Match of the Day pundits Gary Lineker, Alan Shearer and Micah Richards discuss Manchester Citys win over Brighton that took them back top of the Premier League.",0
One of the last defenders in Mariupol tells the BBC conditions are dire but they wont surrender.,0
"Satellite images appear to show more than 200 graves, as Ukraine accuses Russia of mass killings.",0
Portuguese prosecutors do not name the person but say they are acting on the request of German authorities.,0
But the prime minister is likely to face more questions over Partygate during his final day in India.,0
The BBC gets an exclusive look at the upgraded machine helping to overhaul our understanding of the Universe.,0
The change in plans for the Earl and Countess of Wessex comes after talks with the islands government.,0
An archaeological dig of thousands of tumours in the UK has unearthed new patterns in cancers DNA.,0
The supermarket urges people to use their judgement  with best before labels used instead.,0
Depp says she stubbed a cigarette on his face. The court sees a Depp text saying Lets burn Amber,0
UK doctors who treated the patient at a London hospital say persistent infections are still rare.,0
"Questions are being asked about a scene in The Kardashians, when Kims son finds a sex tape ad on Roblox.",0
Governor Ron DeSantis has taken aim at Disney over its opposition to the socalled Dont Say Gay bill.,0
A new inquiry into whether the PM misled MPs over parties in Downing Street leads several front pages.,0
Boris Johnson will be investigated by a Commons committee over claims he misled Parliament.,0
How closely have you been paying attention to whats been going on over the past seven days,0
"Has Marine Le Pens strong views on immigration, the EU and Nato shifted since the last election",0
Thousands of German nationals have migrated to Paraguay to escape Covid restrictions and immigration in Europe.,0
The streaming giant is losing subscribers despite huge hits like Squid Game and Bridgerton.,0
A selection of the best photos from across Africa and beyond this week.,0
The Queens Guard play an arrangement of Happy Birthday during the Changing of the Guard ceremony.,0
"The tours, which are to celebrate the Platinum Jubilee, will run from June to August this summer.",0
The appearance of Donald Trumps former lawyer prompted one of the shows judges to walk off.,0
The worlds first tennis guide and Amy Winehouses library are also on offer at the NY Antiquarian Book Fair.,0
Boris Johnson is hoping to strike a free trade deal with India within months.,0
"As Covid continues to spread rapidly, are many people catching Omicron for a second time",0
New Zealands PM tells the BBC in an exclusive interview shell work with China where possible.,0
Some of the main data used to work out average use is based on use before we worked from home,0
"The worlds most ambitious free school food programme resumes post pandemic, but problems remain.",0
"Stars of Alice Osemans TV adaptation discuss TikTok, bullying, inclusivity and mental health.",0
The nation that has seen economic trauma is open to the possibility of alternative money like Bitcoin.,0
"Most Americans support Ukraine  but as the war drives up US petrol prices, is there a limit",0
"Logan Mwangis mother, stepfather and a 14yearold are found guilty of murdering the fiveyearold.",0
Marine Le Pens last presidential debate was a disaster  but five years on things are different.,0
MPs are set to investigate whether the prime minister misled Parliament.,0
The prime minister enjoys an enthusiastic welcome abroad as his troubles at home persist.,0
Erik ten Hag is Manchester Uniteds fifth permanent manager since Sir Alex Ferguson. BBC Sport looks at the challenges he faces at Old Trafford.,0
Burnley produce a fine performance to beat Southampton to give their hopes of Premier League survival a huge boost.,0
Former champion Judd Trump overcomes Iranian debutant Hossein Vafaei 104 at the World Championship in Sheffield.,0
Russian world number eight Andrey Rublev says Wimbledons ban on Russian and Belarusian players is complete discrimination.,0
Charles Leclerc says he and Max Verstappen hated each other at one point when they were younger because of their fierce rivalry.,0
Great Britain claim silver in the womens and mens team pursuit as the UCI Track Nations Cup 2022 begins in Glasgow.,0
How a young Ukrainian woman travelled into the besieged city of Mariupol to save her parents.,0
"Across Ukraines Kyiv region, efforts have begun to clear the countless pieces of unexploded ammunition left behind after fierce fighting.",0
"Russias president says the Azovstal steel plant must be sealed off, and satellite images suggest mass graves.",0
The World Bank chief says hundreds of millions more people could be pushed into poverty.,0
Aiden Aslin and Shaun Pinner were captured last week while defending the Ukrainian city of Mariupol.,0
Russia claims to have taken the port city of Mariupol trapping the remaining Ukrainian forces in a steelworks complex,0
"Local elections in England, Wales and Scotland, and a general election in Northern Ireland, will happen on 5 May.",0
Emmanuel Macron and Marine Le Pen make bitter attacks on each other ahead of Sundays election.,0
